,Record ID,Store Name,Store Type,Street Number,Street Name,Additional Address,City,State,Zip Code,Zip4,County,Latitude,Longitude,Authorization Date,End Date
914828,642400,LARRYS DELI MART  ,Convenience Store,2312,4th Ave, ,Seattle,WA,98121,1718,KING,0.0,0.0,05/15/2002,07/13/2004
914829,699322,LARRYS MARKET #5  ,Supermarket,10008,Aurora Ave N, ,Seattle,WA,98133,9329,KING,47.70292,-122.3446,07/10/1986,09/19/2006
914834,573707,LARSEN'S DANISH BAKERY #1  ,Bakery Specialty,8000,24th Ave NW, ,Seattle,WA,98117,4437,KING,0.0,0.0,10/21/1985,09/02/1996
914835,573707,LARSEN'S DANISH BAKERY #1  ,Bakery Specialty,8000,24th Ave NW, ,Seattle,WA,98117,4437,KING,0.0,0.0,10/08/1996,07/05/1999
914844,316247,LATONA GROCERY  ,Convenience Store,300,NE 65th St, ,Seattle,WA,98115,6408,KING,0.0,0.0,05/17/1995,12/10/1998
914847,336855,LEE'S KUSINA PILIPINA  ,Unknown,7919,Rainier Ave S, ,Seattle,WA,98118,4444,KING,0.0,0.0,08/14/1990,08/04/1996
914848,313029,LEE'S PRODUCE  ,Fruits/Veg Specialty,9435,Delridge Way SW, ,Seattle,WA,98106,2734,KING,0.0,0.0,10/23/1992,10/23/1995
914849,443010,LEE'S PRODUCE  ,Meat/Poultry Specialty,9435,Delridge Way SW, ,Seattle,WA,98106,2734,KING,0.0,0.0,01/22/1996,09/19/2001
914850,576295,LEES PRODUCE  ,Small Grocery Store,9435,Delridge Way SW, ,Seattle,WA,98106,2734,KING,0.0,0.0,06/20/1985,10/15/1992
914853,331594,Len's Veggie Corral  ,Large Grocery Store,9811,15th Ave SW,Apt A,Seattle,WA,98106,2868,KING,47.51515,-122.354,07/02/2002,08/15/2012
914854,331594,Len's Veggie Corral  ,Large Grocery Store,9811,15th Ave SW,Apt A,Seattle,WA,98106,2868,KING,47.51515,-122.354,08/22/2012, 
914858,234749,LENNY'S PRODUCE  ,Fruits/Veg Specialty,10410,Greenwood Ave N Ste C, ,Seattle,WA,98133,9196,KING,0.0,0.0,04/27/1993,01/05/1995
914859,307920,LENNY'S PRODUCE  ,Fruits/Veg Specialty,10410,Greenwood Ave N Ste C, ,Seattle,WA,98133,9196,KING,47.70471,-122.3554,07/26/1995,04/24/2007
914860,815776,Lennys Fruit and Vegetables  ,Medium Grocery Store,10410,Greenwood Ave N,Ste C,Seattle,WA,98133,9196,KING,47.70471,-122.3554,03/14/2007, 
914863,245709,LESCHI FOOD MART  ,Combination Grocery/Other,103,Lakeside Ave, ,Seattle,WA,98122,6541,KING,47.60177,-122.2854,02/28/1977, 
914868,1034621,Lidia's Cultural Store  ,Small Grocery Store,3815,S Othello St,Ste 102,Seattle,WA,98118,3510,KING,47.53698,-122.2845,01/19/2012,03/06/2017
914870,409828,LIEN'S MARKET  ,Unknown,9615,15th Ave SW, ,Seattle,WA,98106,2821,KING,0.0,0.0,06/26/2000,04/01/2003
914872,331879,LINA'S FRUIT & PRODUCE  ,Fruits/Veg Specialty,1521,Pike Pl # 7, ,Seattle,WA,98101,1526,KING,47.60898,-122.3412,12/30/1969,06/16/2014
914873,1267675,Lina's Fruit & Produce  ,Fruits/Veg Specialty,1521,Pike Pl, ,Seattle,WA,98101,1526,KING,47.60882,-122.3408,12/27/2016,02/17/2020
914874,368645,LINCOLN PARK FRIENDLY FOOD MART  ,Convenience Store,7427,Fauntleroy Way SW, ,Seattle,WA,98136,2039,KING,0.0,0.0,06/03/1997,03/23/1998
914875,892912,Lisa Mart  ,Small Grocery Store,5041,Rainier Ave S, ,Seattle,WA,98118, ,KING,47.55673,-122.2845,11/13/2009,01/30/2011
914878,707461,LOBUCK $ STORE  2,Supermarket,9620,28th Ave SW, ,Seattle,WA,98126,4102,KING,0.0,0.0,01/01/1930,03/16/1995
914879,707461,LOBUCK $ STORE  2,Supermarket,9620,28th Ave SW, ,Seattle,WA,98126,4102,KING,0.0,0.0,07/10/1995,06/25/1996
914880,504153,LOCK GROCERY  ,Convenience Store,2804,NW Market St, ,Seattle,WA,98107,4214,KING,0.0,0.0,02/20/1998,07/21/1999
914881,726037,LOCKS GROCERY  ,Convenience Store,2804,NW Market St, ,Seattle,WA,98107,4214,KING,0.0,0.0,03/01/1994,11/20/1996
914882,636204,LOCKS GROCERY  ,Medium Grocery Store,2804,NW Market St, ,Seattle,WA,98107,4214,KING,47.6687,-122.3932,09/21/1999,10/06/2009
914883,529971,LONG KHANH  ,Unknown,309,12th Ave S, ,Seattle,WA,98144,2014,KING,0.0,0.0,05/25/1999,05/30/2001
914888,376736,LONGS 445,Combination Grocery/Other,3820,Rainier Ave S Ste B, ,Seattle,WA,98118,1100,KING,47.56927,-122.2902,09/22/2004,05/16/2007
914890,423254,LONGS  432,Combination Grocery/Other,818,NE Northgate Way, ,Seattle,WA,98125,7312,KING,47.70862,-122.32,09/24/2004,04/15/2007
914897,341377,LOUIE'S ON THE PIKE  ,Convenience Store,1926,Pike Pl, ,Seattle,WA,98101,1013,KING,0.0,0.0,07/01/1992,10/13/1996
914898,447128,LOUIES ON THE PIKE  ,Convenience Store,1926,Pike Pl, ,Seattle,WA,98101,1013,KING,0.0,0.0,10/30/1996,09/30/2001
914904,1292925,Lucas Deli And Market  ,Convenience Store,10513,Greenwood Ave N, ,Seattle,WA,98133,8720,KING,47.70567,-122.3555,10/04/2017,09/16/2021
914905,1033777,Luciana's Market  ,Small Grocery Store,12012,Des Moines Memorial Dr, ,Seattle,WA,98168,2228,KING,47.4957,-122.3104,04/12/2012,06/27/2017
914906,1273650,Lucianas Market  ,Combination Grocery/Other,12014,Des Moines Memorial Dr S,,Seattle,WA,98168,2228,KING,47.49511,-122.3094,03/09/2017,12/01/2020
914907,1273650,Lucianas Market  ,Combination Grocery/Other,12014,Des Moines Memorial Dr S,,Seattle,WA,98168,2228,KING,47.49511,-122.3094,09/02/2021, 
914908,337181,"LUCKY ""7"" FOOD MART  ",Convenience Store,3219,M L King Jr Way S Ste A, ,Seattle,WA,98144,6046,KING,0.0,0.0,08/07/1996,04/29/1998
914909,1051516,Lucky 5  ,Convenience Store,8856,35th Ave SW, ,Seattle,WA,98126,3606,KING,47.52364,-122.3766,07/23/2012,08/24/2015
914911,413955,LUCKY 7 GROCERY  ,Convenience Store,9618,4th Ave SW, ,Seattle,WA,98106,3115,KING,0.0,0.0,02/21/1992,06/19/1994
914912,343273,LUCKY 7 GROCERY  ,Convenience Store,9618,4th Ave SW, ,Seattle,WA,98106,3115,KING,47.51645,-122.34,06/22/1994,11/30/2009
914913,331359,Lucky An Dong Inc  ,Meat/Poultry Specialty,1041,S King St, ,Seattle,WA,98104,3020,KING,47.59831,-122.3178,04/01/1992,04/26/2001
914914,331359,Lucky An Dong Inc  ,Meat/Poultry Specialty,1041,S King St, ,Seattle,WA,98104,3020,KING,47.59831,-122.3178,02/27/2002,07/06/2009
914915,331359,Lucky An Dong Inc  ,Meat/Poultry Specialty,1041,S King St, ,Seattle,WA,98104,3020,KING,47.59831,-122.3178,07/08/2009,01/30/2013
914916,677915,LUCKY DAY GROCERY  ,Convenience Store,922,Jefferson St, ,Seattle,WA,98104,2433,KING,0.0,0.0,06/14/1982,03/14/1999
914917,662217,LUCKY DAY GROCERY  ,Convenience Store,922,Jefferson St, ,Seattle,WA,98104,2433,KING,0.0,0.0,04/01/1999,07/27/2004
914918,316032,LUCKY FOOD STORE  ,Convenience Store,8355,15th Ave NW, ,Seattle,WA,98117,3604,KING,0.0,0.0,06/22/1994,09/02/1996
914919,316032,LUCKY FOOD STORE  ,Convenience Store,8355,15th Ave NW, ,Seattle,WA,98117,3604,KING,0.0,0.0,10/08/1996,03/05/1997
914920,276108,LUCKY FOOD STORE  ,Convenience Store,8355,15th Ave NW, ,Seattle,WA,98117,3604,KING,0.0,0.0,03/06/1997,07/13/2000
914922,554039,LUCKY ONE FOOD STORE  ,Convenience Store,6815,Rainier Ave S, ,Seattle,WA,98118,3632,KING,0.0,0.0,10/10/1991,05/06/1993
914923,347306,LUCKY ONE FOOD STORE  ,Convenience Store,6815,Rainier Ave S, ,Seattle,WA,98118,3632,KING,0.0,0.0,05/06/1993,04/30/1998
914924,244355,LUCKY ONE FOOD STORE  ,Convenience Store,6815,Rainier Ave S, ,Seattle,WA,98118,3632,KING,0.0,0.0,05/19/1998,06/19/2001
914925,314103,LUCKY ONE FOOD STORE  ,Convenience Store,6815,Rainier Ave S, ,Seattle,WA,98118,3632,KING,0.0,0.0,08/08/2002,12/15/2004
914926,735306,LUCKY ONE FOOD STORE  ,Convenience Store,6815,Rainier Ave S, ,Seattle,WA,98118,3632,KING,47.54105,-122.2719,01/24/2005, 
914929,966666,Lucy Grocery Store  ,Convenience Store,10002,Aurora Ave N,Ste B,Seattle,WA,98133, ,KING,47.70216,-122.3446,07/26/2012,05/05/2015
914934,715707,LYNN ST DELI MARKET  ,Convenience Store,2243,Franklin Ave E, ,Seattle,WA,98102,3425,KING,0.0,0.0,02/23/1995,12/31/1997
914935,695026,LYNN STREET DELI MARKET  ,Convenience Store,2243,Franklin Ave E, ,Seattle,WA,98102,3425,KING,0.0,0.0,01/23/1998,08/15/2000
914936,665029,LYNN STREET DELI MART  ,Convenience Store,2243,Franklin Ave E, ,Seattle,WA,98102,3425,KING,0.0,0.0,10/03/1980,12/22/1992
914937,1219759,Lyons Grocery  ,Convenience Store,2100,Dexter Ave N, ,Seattle,WA,98109,2413,KING,47.63779,-122.3435,11/18/2015, 
914943,878146,M & J Mart  ,Convenience Store,6352,35th Ave SW, ,Seattle,WA,98126,3004,KING,47.54554,-122.3764,02/23/2009,07/24/2013
914944,878146,M & J Mart  ,Convenience Store,6352,35th Ave SW, ,Seattle,WA,98126,3004,KING,47.54554,-122.3764,01/22/2014,10/25/2021
914945,591616,M & R PRODUCE  ,Fruits/Veg Specialty,2110,N 55th St, ,Seattle,WA,98103,6202,KING,0.0,0.0,05/06/1986,10/23/1994
914946,390647,M & S GROCERY AND DELI  ,Convenience Store,418,N 36th St, ,Seattle,WA,98103,8631,KING,47.6521,-122.3537,07/03/1984,03/30/2015
914948,713708,M C FOOD STORE  ,Convenience Store,4800,Beacon Ave S, ,Seattle,WA,98108,1501,KING,47.55967,-122.3043,09/24/1992,07/05/1999
914949,713708,M C FOOD STORE  ,Convenience Store,4800,Beacon Ave S, ,Seattle,WA,98108,1501,KING,47.55967,-122.3043,08/24/1999,05/14/2013
914950,1039278,M L K Mini Market & Halal Meats  ,Small Grocery Store,7544,Martin Luther King Jr Way S, ,Seattle,WA,98118,3735,KING,47.53416,-122.2806,04/30/2012,08/05/2015
914951,808375,M Street Grocery  ,Super Store,801,Madison St, ,Seattle,WA,98104,1228,KING,47.60792,-122.3284,04/25/2007,09/21/2011
914954,382679,MABUHAY  ,Meat/Poultry Specialty,6511,38th Ave S, ,Seattle,WA,98118,3228,KING,0.0,0.0,06/24/1993,03/22/1994
914955,434013,MABUHAY INTERNATIONAL MARKET  ,Meat/Poultry Specialty,10422,16th Ave SW, ,Seattle,WA,98146,1475,KING,0.0,0.0,09/11/1995,08/16/1998
914957,619563,MAC'S FOOD STORE  ,Convenience Store,3280,California Ave SW, ,Seattle,WA,98116,3305,KING,0.0,0.0,12/01/1980,12/22/1995
914962,385795,MACPHERSON'S FRUIT & PRODUCE  ,Fruits/Veg Specialty,4500,15th Ave S, ,Seattle,WA,98108,1818,KING,47.56306,-122.3135,02/15/1984, 
914964,240579,MADINA MINI MARKET & HALAL MEAT  ,Medium Grocery Store,7544,Martin Luther King Jr Way S, ,Seattle,WA,98118,3735,KING,47.53416,-122.2806,12/30/1998,10/23/2011
914965,413695,MADISON EXPRESS LANE 9010,Unknown,1701,E Madison St, ,Seattle,WA,98122,2732,KING,0.0,0.0,09/26/1990,12/10/1992
914966,728668,MADISON MINI MART  ,Unknown,2328,E Madison St, ,Seattle,WA,98112,5417,KING,0.0,0.0,01/06/1994,08/24/1994
914967,987107,Madison Park Shell  ,Convenience Store,3100,E Madison St, ,Seattle,WA,98112,4233,KING,47.62646,-122.292,01/28/2011,02/19/2021
914968,1477740,Madison Park Shell  ,Convenience Store,3100,E Madison St,,Seattle,WA,98112,4233,KING,47.62667,-122.2922,11/09/2021, 
914969,230801,MADISON VALLEY MART  ,Convenience Store,2811,E Madison St Ste B, ,Seattle,WA,98112,4868,KING,0.0,0.0,05/15/1985,11/24/1998
914970,1439293,Madrona Farmers Market  ,Farmers' Market,1126,Martin Luther King Jr Way,,Seattle,WA,98122,5052,KING,47.61238,-122.2954,03/03/2021, 
914971,755937,MADRONA GROCERY OUTLET  ,Super Store,1126,Martin Luther King Jr Way, ,Seattle,WA,98122,5052,KING,47.61182,-122.2962,10/04/2005, 
914972,715118,MADRONA HOMEMADE DELI & MARKET  ,Convenience Store,3309,E Union St, ,Seattle,WA,98122,3371,KING,0.0,0.0,09/12/1995,07/11/2001
914973,1475500,Madrona Market & Deli Llc  ,Convenience Store,3309,E Union St,,Seattle,WA,98122,3371,KING,47.61274,-122.2898,10/25/2021, 
914974,892680,Madrona-Homestyle Food & Deli Mkt  ,Convenience Store,3309,E Union St, ,Seattle,WA,98122,3371,KING,47.61284,-122.2902,07/07/2009,10/24/2021
914975,392686,MAGNOLIA FARMERS MARKET  ,Farmers' Market,2550,34th Ave W, ,Seattle,WA,98199,3240,KING,47.64213,-122.401,07/16/2003,04/05/2004
914976,392686,MAGNOLIA FARMERS MARKET  ,Farmers' Market,2550,34th Ave W, ,Seattle,WA,98199,3240,KING,47.64213,-122.401,04/19/2004,12/05/2005
914977,392686,MAGNOLIA FARMERS MARKET  ,Farmers' Market,2550,34th Ave W, ,Seattle,WA,98199,3240,KING,47.64213,-122.401,07/06/2006,09/14/2010
914978,392686,MAGNOLIA FARMERS MARKET  ,Farmers' Market,2550,34th Ave W, ,Seattle,WA,98199,3240,KING,47.64213,-122.401,09/30/2010,05/17/2011
914979,1362219,Magnolia Farmers Market  ,Farmers' Market,2550,34th Ave W, ,Seattle,WA,98199,3240,KING,47.64227,-122.4009,04/25/2019, 
914980,606427,Magnolia Thriftway 132,Super Store,3830,34th Ave W, ,Seattle,WA,98199,1628,KING,47.65463,-122.4008,01/01/1930,01/21/2013
914981,946241,Mahaddaay Mini Market  ,Small Grocery Store,8318,Rainier Avenue South, ,Seattle,WA,98118, ,KING,47.52888,-122.2699,06/14/2010,06/04/2011
914982,1035180,Mahaddaay Mini Market  ,Small Grocery Store,8318,Rainier Ave S, ,Seattle,WA,98118,4653,KING,47.52888,-122.2699,03/19/2012,12/27/2013
914988,363913,MAKA MINI MARKET  ,Medium Grocery Store,4419,S Brandon St, ,Seattle,WA,98118,2340,KING,47.55336,-122.2791,02/07/1996,01/22/2014
914989,363913,MAKA MINI MARKET  ,Medium Grocery Store,4419,S Brandon St, ,Seattle,WA,98118,2340,KING,47.55336,-122.2791,01/27/2014, 
914990,1232885,Maleda Grocery & Deli  ,Convenience Store,3810,S Edmunds St, ,Seattle,WA,98118,1730,KING,47.55868,-122.2849,02/09/2016,07/15/2021
914997,427207,MANHATTAN EXPRESS & DELI  ,Convenience Store,631,Queen Anne Ave N, ,Seattle,WA,98109,4013,KING,0.0,0.0,10/24/1995,06/14/1997
914998,316016,MANHATTAN EXPRESS & DELI  ,Convenience Store,631,Queen Anne Ave N, ,Seattle,WA,98109,4013,KING,0.0,0.0,10/15/1997,10/26/1999
915000,947163,Manila Manila Asian Retail Store  ,Convenience Store,12712,Lake City Way NE, ,Seattle,WA,98125, ,KING,47.72129,-122.2939,05/26/2010,09/23/2019
915001,334329,MANILA MART  ,Meat/Poultry Specialty,6051,Ml King Jr Way S, ,Seattle,WA,98118,3141,KING,0.0,0.0,10/05/1995,12/30/1996
915004,560960,MANZO BROTHERS PRODUCE  ,Fruits/Veg Specialty,1517,Pike Pl, ,Seattle,WA,98101,1526,KING,47.60896,-122.3411,11/25/1970,07/20/2010
915005,560960,MANZO BROTHERS PRODUCE  ,Fruits/Veg Specialty,1517,Pike Pl, ,Seattle,WA,98101,1526,KING,47.60896,-122.3411,09/29/2010,11/22/2019
915014,731709,MAR CAS FRUITS & VEGATABLES  ,Fruits/Veg Specialty,8524,14th Ave S, ,Seattle,WA,98108,4803,KING,47.52678,-122.3148,01/21/2005,10/04/2005
915015,847258,Marginal Way ARCO  ,Convenience Store,7200,E Marginal Way S, ,Seattle,WA,98108,3510,KING,47.53838,-122.3201,04/09/2008,05/17/2018
915016,246854,MARI-DON HEALTHWAY  ,Unknown,1900,N 45th St, ,Seattle,WA,98103,6805,KING,0.0,0.0,05/12/1975,11/04/1993
915017,690328,MARI-DON HEALTHWAY NAT FDS  ,Convenience Store,1900,N 45th St, ,Seattle,WA,98103,6805,KING,0.0,0.0,12/02/1993,03/13/1997
915020,538057,MARINA SEAFOOD  ,Meat/Poultry Specialty,1221,S Main St Ste 101, ,Seattle,WA,98144,2089,KING,0.0,0.0,09/21/1999,12/11/2001
915021,694704,MARIO & LUIGI'S AT THE MKT  ,Fruits/Veg Specialty,1903,Pike Pl, ,Seattle,WA,98101,1057,KING,0.0,0.0,03/18/1993,09/17/1995
915022,358981,MARIO & LUIGI'S PRODUCE  ,Fruits/Veg Specialty,1903,Pike Pl, ,Seattle,WA,98101,1057,KING,0.0,0.0,09/02/1999,12/15/2002
915023,614353,MARIO & LUIGIS AT THE MARKET  ,Fruits/Veg Specialty,1903,Pike Pl, ,Seattle,WA,98101,1057,KING,0.0,0.0,05/12/1998,08/31/1999
915024,727765,MARKET GROCERY & DELI  ,Convenience Store,2003,1st Ave, ,Seattle,WA,98121,2122,KING,0.0,0.0,08/28/1990,10/14/1992
915025,330237,MARKET GROCERY & DELI  ,Convenience Store,2003,1st Ave, ,Seattle,WA,98121,2122,KING,0.0,0.0,08/28/1995,08/16/1996
915026,330237,MARKET GROCERY & DELI  ,Convenience Store,2003,1st Ave, ,Seattle,WA,98121,2122,KING,0.0,0.0,11/05/1998,10/18/2000
915027,855910,Market Grocery & Deli  ,Convenience Store,2003,1st Ave,Ste 3A,Seattle,WA,98121,2122,KING,47.61102,-122.3428,06/06/2008,09/21/2015
915028,585373,MARKET GROCERY AND DELI  ,Convenience Store,2003,1st Ave, ,Seattle,WA,98121,2122,KING,0.0,0.0,10/09/1992,08/27/1995
915029,253358,MARKET GROCERY AND DELI  ,Convenience Store,2003,1st Ave, ,Seattle,WA,98121,2122,KING,47.61102,-122.3428,11/01/2000,06/05/2008
915032,427838,MARKET WHOLE FOODS INC  ,Small Grocery Store,1501,Pike Pl Ste 515, ,Seattle,WA,98101,1542,KING,0.0,0.0,01/01/1930,01/24/1991
915033,560573,MARKETIME FOODS  ,Supermarket,4416,Fremont Ave N, ,Seattle,WA,98103,7226,KING,0.0,0.0,01/01/1930,12/06/2000
915034,640690,MARKETIME FOODS  ,Combination Grocery/Other,4416,Fremont Ave N, ,Seattle,WA,98103,7226,KING,47.66064,-122.35,12/07/2000,07/30/2020
915035,640690,MARKETIME FOODS  ,Combination Grocery/Other,4416,Fremont Ave N, ,Seattle,WA,98103,7226,KING,47.66064,-122.35,08/14/2020, 
915039,428114,MARUTA  ,Medium Grocery Store,1024,S Bailey St, ,Seattle,WA,98108,2721,KING,0.0,0.0,08/12/1992,09/02/1996
915044,251841,MATTHEWS RED APPLE MARKET  ,Supermarket,8400,35th Ave NE, ,Seattle,WA,98115,4819,KING,0.0,0.0,01/27/1983,09/08/1999
915047,628156,MAXANG DELI & CAFE  ,Unknown,507,S Jackson St, ,Seattle,WA,98104,2828,KING,0.0,0.0,02/04/1994,12/13/1995
915048,498744,MAYO'S DELI & GROCERY  ,Convenience Store,3405,4th Ave S, ,Seattle,WA,98134,1904,KING,0.0,0.0,12/16/1991,02/27/1995
915049,541847,MAYO'S GROCERY  ,Convenience Store,3405,4th Ave S, ,Seattle,WA,98134,1904,KING,0.0,0.0,03/02/1995,08/16/1998
915051,1106149,Mc Food Store  ,Convenience Store,4800,Beacon Ave S, ,Seattle,WA,98108,1501,KING,47.55967,-122.3043,08/13/2013,03/12/2014
915052,1186247,MC Food Store  ,Convenience Store,4800,Beacon Ave S,,Seattle,WA,98108,1501,KING,47.55983,-122.3041,04/21/2015, 
915054,391569,MEDINA GROCERY  ,Convenience Store,1431,NE 80th St, ,Seattle,WA,98115,4351,KING,0.0,0.0,08/04/1994,04/21/2001
915055,592862,MEDINA GROCERY & DELI  ,Meat/Poultry Specialty,1421,NE 80th St, ,Seattle,WA,98115,4351,KING,0.0,0.0,03/18/1993,08/02/1994
915060,1103655,Meianna Bakery & Cafe  ,Combination Grocery/Other,6008,Martin Luther King Jr Way S, ,Seattle,WA,98118,3142,KING,47.54687,-122.2858,09/09/2013,07/02/2017
915061,289378,MEKONG RAINIER SUPERMARKET  ,Supermarket,3400,Rainier Ave S, ,Seattle,WA,98144,6920,KING,47.57277,-122.2939,08/06/1986, 
915062,243312,MENBE GROCERY  ,Convenience Store,2601,E Yesler Way, ,Seattle,WA,98122,6151,KING,0.0,0.0,02/13/2003,01/25/2004
915063,989090,Mendoza's Mexican Mercado  ,Small Grocery Store,7811,Aurora Ave N, ,Seattle,WA,98103,4753,KING,47.68601,-122.3446,02/25/2011,10/28/2013
915064,1119393,Mendoza's Mexican Mercado  ,Small Grocery Store,7811,Aurora Ave N, ,Seattle,WA,98103,4753,KING,47.68601,-122.3446,11/06/2013, 
915065,972488,Mendozas Mexican Mercado  ,Small Grocery Store,7811,Aurora Ave N, ,Seattle,WA,98103,4753,KING,47.68601,-122.3446,11/09/2010,02/24/2011
915066,856151,Mercato Bellagio  ,Small Grocery Store,745,Bellevue Ave E,Ste C101,Seattle,WA,98102,4486,KING,47.62636,-122.3266,07/29/2008,01/29/2009
915067,879169,Mercato Bellagio  ,Convenience Store,745,Bellevue Ave E,Ste C101,Seattle,WA,98102,4486,KING,47.62636,-122.3266,02/27/2009,08/02/2009
915068,879169,Mercato Bellagio  ,Convenience Store,745,Bellevue Ave E,Ste C101,Seattle,WA,98102,4486,KING,47.62636,-122.3266,11/30/2010, 
915073,1006443,Mercer Mini Mart  ,Convenience Store,405,W Mercer St, ,Seattle,WA,98119,3918,KING,47.62455,-122.362,07/08/2011,01/26/2012
915074,259761,MEREDITH'S STORE  ,Convenience Store,11870,Des Moines Memorial Dr, ,Seattle,WA,98168,1243,KING,0.0,0.0,02/01/1994,02/22/1996
915075,259761,MEREDITH'S STORE  ,Convenience Store,11870,Des Moines Memorial Dr, ,Seattle,WA,98168,1243,KING,0.0,0.0,05/16/1996,07/18/1999
915077,520866,METROPOLE MARKET  ,Convenience Store,427,2nd Ave Ext S, ,Seattle,WA,98104,2880,KING,47.599,-122.3296,05/25/2000,03/26/2006
915078,768797,METROPOLE MARKET  ,Convenience Store,427,2nd Avenue Ext S, ,Seattle,WA,98104,2880,KING,47.599,-122.3296,03/31/2006,11/26/2007
915079,452128,Metropolitan Market 153,Super Store,2320,42nd Ave SW, ,Seattle,WA,98116,2535,KING,47.5826,-122.385,11/04/1985, 
915080,348836,Metropolitan Market 156,Super Store,5250,40th Ave NE, ,Seattle,WA,98105,3045,KING,47.66798,-122.2848,09/23/2003,06/15/2017
915081,792595,Metropolitan Market 157,Super Store,100,Mercer St, ,Seattle,WA,98109,4008,KING,47.62462,-122.3554,09/07/2006, 
915083,348836,Metropolitan Market 156,Super Store,5250,40th Ave NE, ,Seattle,WA,98105,3045,KING,47.66798,-122.2848,06/26/2017, 
915085,470585,METROPOLITAN MARKET #151  ,Super Store,1908,Queen Anne Ave N, ,Seattle,WA,98109,2548,KING,47.63609,-122.3568,05/04/1971,03/18/2013
915087,1074135,Metropolitan Market - Magnolia 161,Super Store,3830,34th Ave W, ,Seattle,WA,98199,1628,KING,47.65463,-122.4008,09/11/2012, 
915089,301719,MEXI MART #1  ,Convenience Store,8601,14th Ave S, ,Seattle,WA,98108,4806,KING,0.0,0.0,09/21/1993,09/15/1996
915090,301719,MEXI MART #1  ,Convenience Store,8601,14th Ave S, ,Seattle,WA,98108,4806,KING,0.0,0.0,10/16/1996,07/05/1999
915092,255089,MEXI-MART  ,Medium Grocery Store,8601,14th Ave S, ,Seattle,WA,98108,4806,KING,47.52629,-122.3149,08/05/2004,07/19/2005
915094,408199,MEXICAN GROCERY  ,Bakery Specialty,1914,Pike Pl, ,Seattle,WA,98101,1013,KING,0.0,0.0,07/23/1992,11/28/2000
915100,915541,Mi Ranchito  ,Small Grocery Store,7820,Rainier Ave S,Ste C,Seattle,WA,98118,4168,KING,47.53207,-122.2695,10/27/2009, 
915101,567497,MI TIENDITA LATINA  ,Convenience Store,8558,Greenwood Ave N, ,Seattle,WA,98103,3614,KING,0.0,0.0,09/18/1997,07/20/1999
915102,299517,MI TIENDITA LATINA  ,Convenience Store,8558,Greenwood Ave N, ,Seattle,WA,98103,3614,KING,0.0,0.0,07/21/1999,11/28/2000
915103,518602,MI TIENDITA LATINA 1  ,Unknown,8558,Greenwood Ave N, ,Seattle,WA,98103,3614,KING,47.69158,-122.3553,07/28/2004,06/06/2006
915108,719025,MICHAELS DELI CAFE & MKT  ,Unknown,2010,Fairview Ave, ,Seattle,WA,98121,2704,KING,0.0,0.0,05/22/1990,01/12/1993
915109,423518,MICHAELS MARKET  ,Convenience Store,2010,Fairview Ave, ,Seattle,WA,98121,2704,KING,47.61796,-122.3342,01/11/1993,09/22/2016
915110,935963,Michigan 76  ,Convenience Store,551,S Michigan St, ,Seattle,WA,98108,3316,KING,47.54615,-122.3265,04/20/2010,12/26/2019
915111,1397184,Michigan 76  ,Convenience Store,551,S Michigan St,,Seattle,WA,98108,3316,KING,47.54572,-122.3268,03/17/2020, 
915112,1348086,Michigan Street Shell  ,Convenience Store,600,S Michigan St, ,Seattle,WA,98108,2633,KING,47.54646,-122.3255,02/12/2019, 
915113,586909,MICK'S PEPPOURRI & CHEESE  ,Combination Grocery/Other,1531,Pike Pl, ,Seattle,WA,98101,1526,KING,0.0,0.0,06/08/1994,04/25/1999
915119,689447,MIDNIGHT MARKET  ,Convenience Store,4217,Gilman Ave W, ,Seattle,WA,98199,1523,KING,0.0,0.0,09/12/1986,08/09/1993
